TRACT,YR1999,YR2003,YR2005,YR2008q3,YR2010q4,YR2012q2,YR2013q3,YR2013q4,YR2018Q1,YR2018Q4,FIP
700500,195500,430000,599000,1375000,392500,0,0,0,0,0,06037700500
700600,1405000,2240000,2537500,3370000,4575000,4512500,6040000,4925000,7701050,8900000,06037700600
700700,1925000,2837500,4400000,666250,3515000,4219500,6458750,7255000,8927500,11337750,06037700700
700800,402500,640000,878000,985000,845000,0,0,0,0,0,06037700800
700901,580000,829000,1307500,799250,1261500,1040000,1300000,1425000,2195000,2337500,06037700901
700902,337500,680000,1399000,753500,1375000,922500,1146750,885000,2095000,1460000,06037700902
701000,530000,775000,1470000,1692000,895000,1405000,2055000,1805000,2599500,2610000,06037701000
701100,0,829000,1370000,632500,0,1028000,0,0,0,0,06037701100
701201,1095000,2050000,2592500,451000,2200000,3016500,3715000,3087500,5500000,4180000,06037701201
701202,385000,732500,750000,550000,750000,947000,1541046,766000,1872500,1641250,06037701202
701301,445000,1409000,1765500,699000,1742500,0,0,0,0,0,06037701301
701302,214250,547228,620000,585000,502000,692500,861000,1067500,1125000,1375000,06037701302
701400,405000,650000,706250,629000,925000,0,0,0,0,0,06037701400
701501,342500,582000,794250,430000,787250,642500,875000,780000,1170000,1470000,06037701501
701502,224500,465000,670000,1160000,612500,665000,697500,601250,662000,940000,06037701502
701601,630000,880000,967000,929000,1200000,1827500,1399000,1780000,2125000,1339000,06037701601
701602,289000,429000,725000,1069000,700000,488750,851000,854750,1050000,1165000,06037701602
701701,224000,421250,599000,948000,399000,489000,590000,527500,576000,860000,06037701701
701702,227000,416000,758500,665000,810000,567500,578500,762500,1164000,1300000,06037701702
701801,156000,369000,493000,0,697500,620000,910000,720000,694500,1600000,06037701801
701802,203000,369000,590000,667500,478000,520000,365000,798000,1134000,860000,06037701802
701900,585000,2075000,3400000,625000,440000,0,0,0,0,0,06037701900
702000,245000,370500,494000,522500,734500,0,0,0,0,0,06037702000
702100,308750,685000,842000,661250,1087500,0,0,0,0,0,06037702100
702201,336000,659000,788000,555000,825000,815000,930750,925000,1925000,1515000,06037702201
702202,472000,680000,995000,0,805000,900000,1387000,1287500,1950000,1343000,06037702202
702300,350000,540000,895000,400000,675000,770000,1270000,1002500,1700000,1730000,06037702300
702400,232500,474500,656000,679500,715000,640000,830000,829000,1200500,1261000,06037702400
702500,139000,279000,450000,470000,0,0,0,0,0,0,06037702500
702600,279000,455000,681000,545000,610500,611750,700750,864000,1225000,1225000,06037702600
702700,306500,565000,719000,0,667000,775000,876000,805500,1196500,1375000,06037702700
702801,233000,485000,975000,0,799000,615750,680000,649000,965000,1077000,06037702801
702802,252500,475000,798000,0,613000,527500,779500,758500,1550000,1235000,06037702802
702803,275000,525500,727500,0,579000,525000,852000,848000,1394500,1281500,06037702803
702900,0,0,0,0,0,0,0,0,0,0,06037702900
703001,124750,282250,395000,461000,273000,250000,350000,365000,530500,580000,06037703001
703002,320000,625000,812500,0,657500,570000,725000,800000,1208000,984500,06037703002
703100,245000,385000,647500,1607500,442500,445500,557500,482750,810000,752000,06037703100
703200,237152,440000,670000,1775000,469500,405000,466250,607500,849000,858550,06037703200
800100,480000,666000,975000,0,0,0,0,0,0,0,06037800100
800200,530000,1040500,1322000,74000,0,0,0,0,0,0,06037800200
800301,246000,350000,515000,201000,0,0,0,0,0,0,06037800301
800321,305000,550000,674750,0,0,0,0,0,0,0,06037800321
800322,342500,619500,850000,0,0,0,0,0,0,0,06037800322
800401,475000,880000,779000,109000,478750,0,0,0,0,0,06037800401
800402,512500,1270000,1315000,0,0,0,0,0,0,0,06037800402
800501,725000,1265000,1644000,115000,1362500,0,0,0,0,0,06037800501
800502,1022481,1200000,1550000,0,1050000,0,0,0,0,0,06037800502
900100,52500,126000,225000,0,0,0,0,0,0,0,06037900100
900200,105000,149000,250000,0,67500,0,0,0,0,0,06037900200
900300,190000,185500,279000,289000,140000,116000,168000,175000,215000,300000,06037900300
900500,78690,168250,280000,0,0,0,0,0,0,0,06037900500
900601,82500,172000,265500,0,0,0,0,0,0,0,06037900601
900602,68172,128000,224750,0,90000,87500,110000,120000,220000,230000,06037900602
900603,69500,140000,237000,0,0,0,0,0,0,0,06037900603
900701,57755,130500,243500,0,89000,70250,130000,127500,210000,222000,06037900701
900702,79928,145000,240000,150000,0,0,0,0,0,0,06037900702
900801,69000,160000,250000,269500,0,0,0,0,0,0,06037900801
900802,71000,146000,248250,0,0,0,0,0,0,0,06037900802
900900,144000,215000,320000,0,177500,122000,209000,228500,159500,300000,06037900900
901001,111911,210000,347000,0,0,0,0,0,0,0,06037901001
901002,83500,165000,279500,0,0,0,0,0,0,0,06037901002
901100,113000,234750,368000,0,0,0,0,0,0,0,06037901100
901201,144000,275000,348500,0,0,0,0,0,0,0,06037901201
901202,111250,190000,293250,0,0,0,0,0,0,0,06037901202
910000,82000,165000,275000,0,99750,0,0,0,0,0,06037910000
910100,70000,102500,225000,0,147000,0,0,63000,0,0,06037910100
910200,129000,265000,390000,0,0,0,0,0,0,0,06037910200
910300,160000,302000,420000,186000,0,0,0,0,0,0,06037910300
910400,90000,203000,315000,0,0,0,0,0,0,0,06037910400
910500,70000,148500,267000,0,0,0,0,0,0,0,06037910500
910600,78317,162000,285250,0,0,0,0,0,0,0,06037910600
910701,89000,190000,313750,489500,0,0,0,0,0,0,06037910701
910702,94000,190000,300000,0,0,0,0,0,0,0,06037910702
910801,183000,410000,535500,0,0,0,0,0,0,0,06037910801
910802,242000,427500,664250,364545,0,0,0,0,0,0,06037910802
910900,138000,170000,312000,0,0,0,0,0,0,0,06037910900
911000,92980,181000,315000,0,128750,0,0,0,0,0,06037911000
920003,121000,253000,380500,0,0,0,0,0,0,0,06037920003
920011,175000,455500,617000,0,0,0,0,0,1460000,0,06037920011
920012,191000,355000,480000,0,0,160000,155000,226000,220000,325000,06037920012
920013,185000,322000,447500,1475000,550500,370000,675000,765000,522500,727500,06037920013
920021,152000,357000,421000,0,0,0,0,0,0,0,06037920021
920022,179500,318500,446500,447500,0,0,0,0,0,0,06037920022
920023,167500,327500,442500,326500,328000,244000,395000,322500,497000,530000,06037920023
920024,175000,337500,427000,0,0,0,0,0,0,0,06037920024
920025,128800,225000,312773,380000,0,0,0,0,0,0,06037920025
920101,232000,374000,553500,0,0,0,0,0,0,0,06037920101
920102,170750,417750,550000,0,0,201500,382000,382500,413500,410000,06037920102
920200,0,0,141800,0,0,0,0,0,0,0,06037920200
920303,176221,424500,519000,0,1365000,435000,1300000,490000,525000,2175000,06037920303
920311,142500,350000,418000,0,0,0,0,0,0,0,06037920311
920312,275000,410500,619000,0,524500,479000,478500,470000,600000,646500,06037920312
920313,198000,311000,365000,0,339000,245000,414000,300000,614500,525000,06037920313
920321,199000,319000,425000,0,0,0,0,0,0,0,06037920321
920322,190000,359250,554000,0,375000,275500,379500,164500,570500,558000,06037920322
920324,265000,433000,544500,0,0,0,0,0,0,0,06037920324
920325,205000,511500,667500,0,0,0,0,0,0,0,06037920325
930000,0,850000,975000,0,0,0,0,0,0,0,06037930000
930100,410000,887500,1262500,0,0,0,0,0,0,0,06037930100
930200,190000,340000,518000,0,0,0,0,0,500000,290000,06037930200
